grid_id,grid_row,grid_col,lon,lat,lowlying_area_km2,lowlying_sample_count,mean_elevation_m,min_elevation_m,mean_coast_distance_km,tc_landfall_count,tc_landfall_per_year,tc_landfall_max_wind_ms,tc_landfall_mean_wind_ms,nearest_landfall_km,impact_min_wind_ms,score_lowland_area,score_landfall,score_wind,screen_score,rank_grid,low_elevation_threshold_m,coast_buffer_km,osm_coast_distance_km,osm_coast_within_inland_cap,osm_coast_contact_cell,ocean_connected_cell,ocean_sample_count,landcover_sample_count,population_sum_2020,population_density_per_lowland_km2,estuary_proxy_id,model_domain_id
LLC_454_1201,454,1201,120.125,23.375,263.055310538414,333,1.83075662778774,-3,5.16002903577476,40,0.975609756097561,71.96,45.0074368932039,25.1483421164198,33,0.83313550109789,0.888101195690761,0.714285714285715,0.837294310913212,11,10,200,0.691846251487732,1,1,1,0,0,0,0,EST_0101,GTC_0003
LLC_434_1206,434,1206,121.375,18.375,251.505508217904,308,5.24758424692242,0,6.80946592158772,31,0.75609756097561,79.67,46.7103619047619,3.83263445428184,33,0.825882263060531,0.803930266811554,0.857142857142857,0.821790553673289,12,10,200,11.9353170394897,1,1,1,0,0,0,0,EST_0095,GTC_0004
LLC_431_1202,431,1202,120.375,17.625,146.005822207884,178,5.87977046828345,0,3.17859755191324,49,1.19512195121951,71.96,44.4268531468531,30.7856672676508,33,0.738153438589709,0.955499752810806,0.714285714285715,0.821511805632549,13,10,200,2.39725995063782,1,1,1,0,0,0,0,EST_0099,GTC_0004
LLC_434_1207,434,1207,121.625,18.375,249.165463925903,305,2.58479641658631,0,4.12624144831815,31,0.75609756097561,79.67,46.8728461538462,3.83243424583812,33,0.824372357230964,0.803930266811554,0.857142857142857,0.821111096049984,14,10,200,1.10009825229645,1,1,1,0,0,0,0,EST_0095,GTC_0004
LLC_446_1163,446,1163,110.625,21.375,362.212190949038,452,4.52836268873674,0,6.21605008520114,31,0.75609756097561,68.362,40.8396363636364,19.6303278607685,33,0.884840645846263,0.803930266811554,0.647619047619048,0.816893254498297,15,10,200,0.574958562850952,1,1,1,0,0,0,0,EST_0081,GTC_0005
LLC_457_1202,457,1202,120.375,24.125,149.280259052353,190,5.35561942557985,0,4.11162308876422,46,1.1219512195122,71.96,44.0745755395684,8.71668843506474,33,0.741726052288205,0.934485425750239,0.714285714285715,0.814713750972645,16,10,200,2.25354933738708,1,1,1,0,0,0,0,EST_0101,GTC_0003
LLC_409_1222,409,1222,125.375,12.125,167.443374461487,199,6.01505142404137,0,6.0740425987322,31,0.75609756097561,87.38,48.9962941176471,11.6624702882429,33,0.760229528159261,0.803930266811554,1,0.813675394396289,17,10,200,6.69758224487305,1,1,1,0,0,0,0,EST_0096,GTC_0006
LLC_411_1220,411,1220,124.875,12.625,108.365069101816,129,4.64553379755722,0,2.55137426496015,37,0.902439024390244,87.38,50.5393488372093,28.4616709623569,33,0.690186034536906,0.862294613345001,1,0.805501560879608,18,10,200,4.79576110839844,1,1,1,0,0,0,0,EST_0096,GTC_0006
LLC_414_1214,414,1214,123.375,13.375,124.729364780582,149,7.46881098903507,3.75,13.255863748789,33,0.804878048780488,87.38,50.6815053763441,13.8044564437577,33,0.712799353752617,0.824519799230255,1,0.80056762888078,19,10,200,16.1768608093262,1,1,1,0,0,0,0,,GTC_0006
LLC_428_1202,428,1202,120.375,16.875,88.1161160637802,107,4.89736090764695,0,2.44964683159531,55,1.34146341463415,71.96,44.8657365269461,11.544007980216,33,0.656981053943604,0.993988811714342,0.714285714285715,0.800379856103216,20,10,200,1.31212449073792,1,1,1,0,0,0,0,EST_0094,GTC_0001
LLC_419_1205,419,1205,121.125,14.625,137.434426720892,165,5.1276378284683,1,10.7125911575717,43,1.04878048780488,71.96,44.997616,8.76283568118604,33,0.728410872404465,0.912084564921236,0.714285714285715,0.799761575693361,21,10,200,16.5613822937012,1,1,1,0,0,0,0,,GTC_0002
LLC_454_1202,454,1202,120.375,23.375,126.38114564211,160,7.64680721434175,1.5,11.9797611906614,45,1.09756097560976,71.96,44.8610260869565,14.1318292035535,33,0.714916032109064,0.927181417967047,0.714285714285715,0.799727638778755,22,10,200,21.6876697540283,1,1,1,0,0,0,0,EST_0101,GTC_0003
LLC_411_1221,411,1221,125.125,12.625,99.9547524182176,119,4.05873178835114,0,1.65482392405244,37,0.902439024390244,87.38,49.5548717948718,21.0933884769722,33,0.677209155809334,0.862294613345001,1,0.799661965452201,23,10,200,3.12224459648132,1,1,1,0,0,0,0,EST_0096,GTC_0006
LLC_409_1215,409,1215,123.625,12.125,84.9785210685321,101,4.69870206705515,0,2.7187844177995,40,0.975609756097561,87.38,49.2606486486486,23.7318978229743,33,0.651168366327196,0.888101195690761,1,0.798266243123543,24,10,200,2.68936514854431,1,1,1,0,0,0,0,,GTC_0006
