lon,lat
120.659688158896,-4.77528795519047
120.649072783888,-4.77511188377473
120.360019027735,-4.76536035808303
120.351779461629,-4.76496787658824
120.341283346353,-4.76414103082827
120.051097655235,-4.7362685513996
120.036201692019,-4.73449087694756
119.746104190443,-4.69307619198529
119.735198667051,-4.69133012766621
119.446963300905,-4.64015303594864
119.437660223908,-4.63836119827347
119.151862076817,-4.57898704834534
119.142611244154,-4.57692415901727
118.859753514539,-4.50950661266442
118.853887094409,-4.50805061338306
118.573656689154,-4.43572678109776
118.570276149977,-4.43483488170861
118.292010121599,-4.35981524795008
118.285009258827,-4.35784349300937
118.010799647415,-4.27728861113729
118.001396163689,-4.27435774678227
117.991583100954,-4.27093336455087
117.732613019861,-4.17553229807584
117.727691181515,-4.17366667707333
117.718514385949,-4.1699062999623
117.709082449949,-4.16565601699428
117.469199899877,-4.05254090964609
117.46173056422,-4.04888903217573
117.453167274607,-4.04436389159004
117.444206027792,-4.03922459532701
117.219302844108,-3.90501914015274
117.212245467335,-3.90067134344056
117.204175200066,-3.89534210637624
117.195771045195,-3.88936381199967
116.984655596011,-3.73359875028569
116.976293012728,-3.72719677759435
116.968963141854,-3.72116565066298
116.961246325383,-3.71435215443589
116.767019334831,-3.53674450846032
116.758289091218,-3.52843104609956
116.751756739112,-3.52172335700506
116.74485055816,-3.51411723348727
116.571565649183,-3.31642951447901
116.568347888936,-3.31269084739313
116.562119746084,-3.30505304295547
116.555920036386,-3.29688112047972
116.407373021613,-3.09377418479881
116.402877261479,-3.08744846426341
116.397542515557,-3.07942377624688
116.39217654383,-3.07070151708411
116.26764173572,-2.86005196273628
116.265185163425,-2.85580911814411
116.260490727457,-2.84717730741828
116.255924610184,-2.83802648187031
116.152586725477,-2.62144301600613
116.146927561041,-2.60882944288361
116.143228446365,-2.59958396498206
116.058197506475,-2.37565311185594
116.054442738025,-2.36516229924365
116.051380403013,-2.35549541871903
115.982446878707,-2.12370446543121
115.979685548893,-2.11377224157207
115.977307020801,-2.1038610459199
115.924272313734,-1.86420751160441
115.92203847098,-1.85308390865795
115.920419139684,-1.84310157385737
115.884964827652,-1.59696439922568
115.883996568987,-1.58953944485989
115.882975058744,-1.57920453666729
115.862564097348,-1.32699118947002
115.861710425943,-1.31178846327527
115.853537742125,-1.05187402588756
115.853413572336,-1.03798832718113
115.857037986655,-0.770513037565603
115.857306038823,-0.76117115784947
115.869326904664,-0.487031480073686
115.869637526697,-0.481205766006134
115.887169630986,-0.202023433451336
115.887473441551,-0.197676156591834
115.90919041763,0.0844385519960227
115.909737888807,0.0907135925098554
115.937604834725,0.376440290946794
115.938870908987,0.387394242707485
115.977884719231,0.679184604187903
116.016422485071,0.967986437730842
116.01665495797,0.969885296157001
116.048430477476,1.25501220219365
116.048635036852,1.25706554373156
116.073483907246,1.53999065081025
116.07366608525,1.54246290835607
116.09026237653,1.82102860337942
116.090390788906,1.82406308361658
116.09722213392,2.09642286954902
116.097249766677,2.09850126022455
116.097198777142,2.10163639874414
116.088137113625,2.36776715970353
116.08797028514,2.37096204301291
116.087694448111,2.3740858611049
116.059657927531,2.63798795821234
116.05924753056,2.64126583756914
116.058744583811,2.6443622395634
116.010872151243,2.90927702289074
116.010504898933,2.91118873893458
116.009824484801,2.91425226938733
115.944829888775,3.18416984879803
115.944014714077,3.18730234646243
115.866692252225,3.46360351184151
115.866236880541,3.46517466554255
115.781952952463,3.74624414775599
115.781743632241,3.74693203088571
115.694427614244,4.02975112484906
115.694177589798,4.03054763293386
115.603304253294,4.31534427899926
115.602716278794,4.31720722114802
115.513632132124,4.60258941446458
115.511421603974,4.609993958392
115.430697485612,4.89322284394715
115.428548531554,4.90116075231941
115.356476751843,5.18211375824827
115.354007956599,5.19247491742901
115.292346769665,5.47254176579408
115.290139501011,5.48350760346925
115.238862071016,5.76442117964604
115.237019318101,5.77569063293386
115.19625379413,6.05759529427055
115.194867834109,6.06856070749369
115.164294367932,6.35097014542038
115.163495043904,6.35944280037906
115.14095485769,6.63958866617137
115.140285513165,6.65018270318179
115.127594019548,6.92644559026408
115.127276674879,6.93840039353393
115.125314997887,7.21199366212897
115.125515354289,7.22554588338302
115.135556373248,7.49875717542398
115.13633730389,7.51211351390763
115.158420299528,7.78732835751165
115.159565155651,7.79887255469096
115.192151911455,8.07462917793925
